inventory_state,entry_id,entry_kind,source_path,source_blob_sha256,line_start,line_end,rule_occurrence_id,rule_family_id,rule_summary,classification,owner,owner_action,required_inputs,interception_point,mechanism_candidate,current_plane,final_plane,disposition,defer_reason,rationale,remaining_witness_or_gap,exclusion_reason
baseline,le-40b3408b2be96003,rule,plugins/cursor/skills/install-plugin/SKILL.md,05149ccd97008f2eee8b62ad9672167951a987cdaf40ee4dd5e5fe0b7ddb1fba,25,25,ro-bc7cf781d166024e,rf-b72c40b0d0f1c90a,4. 次の確認コマンドを実行する。この操作ではファイルを変更しない。,deterministic-contract-only,platform installer skill,platform installer skill applies the `手順` obligation summarized as: 4. 次の確認コマンドを実行する。この操作ではファイルを変更しない。,requested install scope and observed platform state for `手順`,installer observation/confirmation/execution boundary in `手順`,separate a deterministic decision from its Action at installer observation/confirmation/execution boundary in `手順`,natural-language Contract,natural-language Contract,retain-contract-only,deferred: `手順` has no current mechanism consuming requested install scope and observed platform state for `手順` at installer observation/confirmation/execution boundary in `手順`; adding that workflow/runtime interception is outside Issue #225,"editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `plugins/cursor/skills/install-plugin/SKILL.md` remains its natural-language semantic Contract",natural-language source=plugins/cursor/skills/install-plugin/SKILL.md:25-25,
baseline,le-3affecdafcbd9188,context,plugins/cursor/skills/install-plugin/SKILL.md,05149ccd97008f2eee8b62ad9672167951a987cdaf40ee4dd5e5fe0b7ddb1fba,26,26,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-aaa5491422250bc7,rule,plugins/cursor/skills/install-plugin/SKILL.md,05149ccd97008f2eee8b62ad9672167951a987cdaf40ee4dd5e5fe0b7ddb1fba,27,29,ro-fc07093306200e87,rf-0c803b35ceaeeddc,"```bash ""$PLUGIN_DIR""/install/install-plugin.sh --check --user ```",deterministic-contract-only,platform installer skill,"platform installer skill applies the `手順` obligation summarized as: ```bash ""$PLUGIN_DIR""/install/install-plugin.sh --check --user ```",requested install scope and observed platform state for `手順`,installer observation/confirmation/execution boundary in `手順`,separate a deterministic decision from its Action at installer observation/confirmation/execution boundary in `手順`,natural-language Contract,natural-language Contract,retain-contract-only,deferred: `手順` has no current mechanism consuming requested install scope and observed platform state for `手順` at installer observation/confirmation/execution boundary in `手順`; adding that workflow/runtime interception is outside Issue #225,"editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `plugins/cursor/skills/install-plugin/SKILL.md` remains its natural-language semantic Contract",natural-language source=plugins/cursor/skills/install-plugin/SKILL.md:27-29,
baseline,le-a3fb13370a105ca6,context,plugins/cursor/skills/install-plugin/SKILL.md,05149ccd97008f2eee8b62ad9672167951a987cdaf40ee4dd5e5fe0b7ddb1fba,30,30,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-2ddf68face87114d,rule,plugins/cursor/skills/install-plugin/SKILL.md,05149ccd97008f2eee8b62ad9672167951a987cdaf40ee4dd5e5fe0b7ddb1fba,31,33,ro-fc92914da878bbea,rf-5a57794f709dada2,"```powershell & ""$PLUGIN_DIR\install\install-plugin.ps1"" -Check -User ```",deterministic-contract-only,platform installer skill,"platform installer skill applies the `手順` obligation summarized as: ```powershell & ""$PLUGIN_DIR\install\install-plugin.ps1"" -Check -User ```",requested install scope and observed platform state for `手順`,installer observation/confirmation/execution boundary in `手順`,separate a deterministic decision from its Action at installer observation/confirmation/execution boundary in `手順`,natural-language Contract,natural-language Contract,retain-contract-only,deferred: `手順` has no current mechanism consuming requested install scope and observed platform state for `手順` at installer observation/confirmation/execution boundary in `手順`; adding that workflow/runtime interception is outside Issue #225,"editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `plugins/cursor/skills/install-plugin/SKILL.md` remains its natural-language semantic Contract",natural-language source=plugins/cursor/skills/install-plugin/SKILL.md:31-33,
baseline,le-006e87acf3bae1cf,context,plugins/cursor/skills/install-plugin/SKILL.md,05149ccd97008f2eee8b62ad9672167951a987cdaf40ee4dd5e5fe0b7ddb1fba,34,34,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-b5cee64b9b24e3bc,rule,plugins/cursor/skills/install-plugin/SKILL.md,05149ccd97008f2eee8b62ad9672167951a987cdaf40ee4dd5e5fe0b7ddb1fba,35,35,ro-d060d776232f1457,rf-4eb65fdcb6d186f0,5. 未インストールなら、同じ scope で `--check` / `-Check` を外して実行する。,deterministic-contract-only,platform installer skill,platform installer skill applies the `手順` obligation summarized as: 5. 未インストールなら、同じ scope で `--check` / `-Check` を外して実行する。,requested install scope and observed platform state for `手順`,installer observation/confirmation/execution boundary in `手順`,separate a deterministic decision from its Action at installer observation/confirmation/execution boundary in `手順`,natural-language Contract,natural-language Contract,retain-contract-only,deferred: `手順` has no current mechanism consuming requested install scope and observed platform state for `手順` at installer observation/confirmation/execution boundary in `手順`; adding that workflow/runtime interception is outside Issue #225,"editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `plugins/cursor/skills/install-plugin/SKILL.md` remains its natural-language semantic Contract",natural-language source=plugins/cursor/skills/install-plugin/SKILL.md:35-35,
baseline,le-2506002d0e96ab6e,rule,plugins/cursor/skills/install-plugin/SKILL.md,05149ccd97008f2eee8b62ad9672167951a987cdaf40ee4dd5e5fe0b7ddb1fba,36,36,ro-152ea5f18e6da01f,rf-7100a1c7761758bf,6. 既存版と同梱取得版が同一（version と commit）なら、変更せず最新であると報告する。,deterministic-contract-only,platform installer skill,platform installer skill applies the `手順` obligation summarized as: 6. 既存版と同梱取得版が同一（version と commit）なら、変更せず最新であると報告する。,requested install scope and observed platform state for `手順`,installer observation/confirmation/execution boundary in `手順`,separate a deterministic decision from its Action at installer observation/confirmation/execution boundary in `手順`,natural-language Contract,natural-language Contract,retain-contract-only,deferred: `手順` has no current mechanism consuming requested install scope and observed platform state for `手順` at installer observation/confirmation/execution boundary in `手順`; adding that workflow/runtime interception is outside Issue #225,"editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `plugins/cursor/skills/install-plugin/SKILL.md` remains its natural-language semantic Contract",natural-language source=plugins/cursor/skills/install-plugin/SKILL.md:36-36,
baseline,le-c30d9a1923fd711f,rule,plugins/cursor/skills/install-plugin/SKILL.md,05149ccd97008f2eee8b62ad9672167951a987cdaf40ee4dd5e5fe0b7ddb1fba,37,39,ro-f0678fffe9c01ec7,rf-6044d0b79e5f8e22,7. バージョンまたは commit が異なる場合は、installed version / commit、bundled version / commit、 対象 directory をユーザーへ提示し、上書きしてよいか明示的に確認する。ユーザーが更新や上書きを 依頼済みでも、この確認を省略しない。,deterministic-contract-only,platform installer skill,platform installer skill applies the `手順` obligation summarized as: 7. バージョンまたは commit が異なる場合は、installed version / commit、bundled version / commit、 対象 directory をユーザーへ提示し、上書きしてよいか明示的に確認する。ユーザーが更新や上書きを 依頼済みでも、この確認を省略しない。,requested install scope and observed platform state for `手順`,installer observation/confirmation/execution boundary in `手順`,separate a deterministic decision from its Action at installer observation/confirmation/execution boundary in `手順`,natural-language Contract,natural-language Contract,retain-contract-only,deferred: `手順` has no current mechanism consuming requested install scope and observed platform state for `手順` at installer observation/confirmation/execution boundary in `手順`; adding that workflow/runtime interception is outside Issue #225,"editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `plugins/cursor/skills/install-plugin/SKILL.md` remains its natural-language semantic Contract",natural-language source=plugins/cursor/skills/install-plugin/SKILL.md:37-39,
baseline,le-a197a2665192da65,rule,plugins/cursor/skills/install-plugin/SKILL.md,05149ccd97008f2eee8b62ad9672167951a987cdaf40ee4dd5e5fe0b7ddb1fba,40,40,ro-ae0a3789415c1f57,rf-268d1e269b35a65f,8. 承認された場合だけ、同じ scope へ `--force` / `-Force` を付けて実行する。,deterministic-contract-only,platform installer skill,platform installer skill applies the `手順` obligation summarized as: 8. 承認された場合だけ、同じ scope へ `--force` / `-Force` を付けて実行する。,requested install scope and observed platform state for `手順`,installer observation/confirmation/execution boundary in `手順`,separate a deterministic decision from its Action at installer observation/confirmation/execution boundary in `手順`,natural-language Contract,natural-language Contract,retain-contract-only,deferred: `手順` has no current mechanism consuming requested install scope and observed platform state for `手順` at installer observation/confirmation/execution boundary in `手順`; adding that workflow/runtime interception is outside Issue #225,"editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `plugins/cursor/skills/install-plugin/SKILL.md` remains its natural-language semantic Contract",natural-language source=plugins/cursor/skills/install-plugin/SKILL.md:40-40,
