record_id,registry,predicate_id,kind,slice_or_path,invariant,current_validation_plane,final_validation_plane,heuristic_flag,disposition,rationale,applicable_mutation_or_nonapplicable_reason,replacement_ids,baseline_identity,final_identity
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-726f62ee839f,contracts/impl-lead.toml,final-writing-remediation-requires-726f62ee839f,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: `scope`,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:99cdcdb7c8d3325fcb7a81d340ff6c3622ce9ced7d513555b7729d1763509735,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:99cdcdb7c8d3325fcb7a81d340ff6c3622ce9ced7d513555b7729d1763509735
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-7be6362fa4f0,contracts/impl-lead.toml,final-writing-remediation-requires-7be6362fa4f0,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: mechanically restart,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:02d05a4221207c3a112954c6b6bafca9783e618d6864637c1fdd2d3bd33419c9,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:02d05a4221207c3a112954c6b6bafca9783e618d6864637c1fdd2d3bd33419c9
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-7cd8ffcceff8,contracts/impl-lead.toml,final-writing-remediation-requires-7cd8ffcceff8,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: `change`,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:acc3463443f81039dd59ea5b7148574660287a24cb17de92a579aa3695ffe6cc,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:acc3463443f81039dd59ea5b7148574660287a24cb17de92a579aa3695ffe6cc
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-aa7bc91d6a8b,contracts/impl-lead.toml,final-writing-remediation-requires-aa7bc91d6a8b,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: `purpose`,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:cf55b4482532485c1ce9e8347b317ac3b2579c5abcc523678171a97b6910af73,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:cf55b4482532485c1ce9e8347b317ac3b2579c5abcc523678171a97b6910af73
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-aac4a2eb09bc,contracts/impl-lead.toml,final-writing-remediation-requires-aac4a2eb09bc,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: `implementation_freedom`,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:b9f9038bb35f627e6f59d1a2103c82874526b8344a41c28cfa165b1fe9b0c1a2,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:b9f9038bb35f627e6f59d1a2103c82874526b8344a41c28cfa165b1fe9b0c1a2
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-abee221073c9,contracts/impl-lead.toml,final-writing-remediation-requires-abee221073c9,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: `constraints`,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:be17c99dece8f44c2732747483a5b0d6456ec5491465a6176c99d57501c1ac9f,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:be17c99dece8f44c2732747483a5b0d6456ec5491465a6176c99d57501c1ac9f
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-ac5476bde199,contracts/impl-lead.toml,final-writing-remediation-requires-ac5476bde199,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: closeout,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:a2409d23f92fe407ffe577f2b1394595700e6083f7cdeeb5f883c6ec215b1bfa,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:a2409d23f92fe407ffe577f2b1394595700e6083f7cdeeb5f883c6ec215b1bfa
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-ac9dff940f63,contracts/impl-lead.toml,final-writing-remediation-requires-ac9dff940f63,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: `id`,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:7cffd51ba91a030298416741bd53b8e71e417e0f66fe330fbecae686f78a3d08,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:7cffd51ba91a030298416741bd53b8e71e417e0f66fe330fbecae686f78a3d08
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-ae4be56e2479,contracts/impl-lead.toml,final-writing-remediation-requires-ae4be56e2479,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: commit message,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:4f41f57c105b2c89a7341e34045dc4c21bf51addd5d7a5befa31dd0d27ef808e,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:4f41f57c105b2c89a7341e34045dc4c21bf51addd5d7a5befa31dd0d27ef808e
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-b93e9dbdec97,contracts/impl-lead.toml,final-writing-remediation-requires-b93e9dbdec97,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: fresh Implementer context,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:cb01c144c6c0c917526b68d1e7177a02926b1f853b4999481b96efaa7487248e,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:cb01c144c6c0c917526b68d1e7177a02926b1f853b4999481b96efaa7487248e
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-dfe4f75786cc,contracts/impl-lead.toml,final-writing-remediation-requires-dfe4f75786cc,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: final writing gate,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:7a2151cce240bca071e2d8fd751501930c6211a654a3e3fc0f427223e2c64dc5,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:7a2151cce240bca071e2d8fd751501930c6211a654a3e3fc0f427223e2c64dc5
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-e1b93aad133e,contracts/impl-lead.toml,final-writing-remediation-requires-e1b93aad133e,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: `exclude`,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:4b67a51ecbfc5644839c35737f5cbe906879e380326987fb016302667a792c3b,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:4b67a51ecbfc5644839c35737f5cbe906879e380326987fb016302667a792c3b
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-eb0936c15816,contracts/impl-lead.toml,final-writing-remediation-requires-eb0936c15816,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: `acceptance_criteria`,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:4631fdd5a4e76d4c18cfcce12d0dd87fc0c2008e07be6c9744f510394fdb16ad,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:4631fdd5a4e76d4c18cfcce12d0dd87fc0c2008e07be6c9744f510394fdb16ad
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-ee1e8ef3af7c,contracts/impl-lead.toml,final-writing-remediation-requires-ee1e8ef3af7c,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: `verification`,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:ba8054ec7dafedfcee0c2f3e8b91986f10a33820b04d89160c00855e4e924349,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:ba8054ec7dafedfcee0c2f3e8b91986f10a33820b04d89160c00855e4e924349
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-f8cc133d2c1b,contracts/impl-lead.toml,final-writing-remediation-requires-f8cc133d2c1b,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: final remediation Work Unit,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:bc053ac7b6dcb59b2e5a5ab95d4ce8b99297cd046a9cf27ee36987732ae1d0cd,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:bc053ac7b6dcb59b2e5a5ab95d4ce8b99297cd046a9cf27ee36987732ae1d0cd
baseline:contracts/impl-lead.toml:final-writing-remediation-requires-fc399aa1677a,contracts/impl-lead.toml,final-writing-remediation-requires-fc399aa1677a,requires,slice:final-writing-remediation,slice:final-writing-remediation contains required witness: commit range,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:b8c39b8f457f0f2a332f5280474387258c9a5773e16c9fb9e38dc8b2ca42fd83,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:b8c39b8f457f0f2a332f5280474387258c9a5773e16c9fb9e38dc8b2ca42fd83
baseline:contracts/impl-lead.toml:impl-default-exact-requires-91ec20f8d7c6,contracts/impl-lead.toml,impl-default-exact-requires-91ec20f8d7c6,requires,slice:impl-run-owned-default,slice:impl-run-owned-default contains required witness: ### Default run-owned checkout ユーザーが既存 checkout、別の isolation/worktree、または worktree を使わない制約を指定していない場合、親は `base_snapsho…,Gunte requires,"Gunte heading/cardinality/order + EVAL: impl-lead-default-isolation, impl-lead-isolation-constraint, impl-lead-run-owned-closeout",issue-candidate,delete,The prose-wide duplicate added no witness beyond the remaining heading/order contracts and existing route behavior EVALs.,Delete mutation: remove/reverse the default heading/order and require remaining predicates impl-run-owned-default-requires-24af2bb38936 / impl-run-owned-default-occurrences / impl-run-owned-default-before-route or the named EVAL to fail; no replacement was added.,,61a7b056d00b495f457de6c759871c73190a0c3b:1113cb59b55632ff3274f2f3b24a31d3a5f5fd39078255950b992246c7b730ed,absent
